Game Name,Franchise,Platform,Release Year,Years Since,First Release Year,Main Genre,Tier by Score,Critics,Critic_Score,Users,User Score,Developer,Global Sales,Other Info
Anomaly 2,Anomaly,PC,2013,2,2011,Action,Tier 3,27,77,114,7.7,11bitstudios,,"Action,Strategy,General,Real-Time,Sci-Fi,Sci-Fi,General"
Anomaly: Warzone Earth,Anomaly,PC,2011,0,2011,Strategy,Tier 2,36,80,174,7.3,11bitstudios,,"Strategy,Real-Time,General,Sci-Fi,General"
Anomaly: Warzone Earth,Anomaly,PlayStation,2012,1,2011,Action,Tier 3,10,78,13,7.0,11bitstudios,,"Action,Strategy,General,Real-Time,Sci-Fi,General"
Another World,Another World,Switch,2018,0,2018,Action,Tier 3,13,75,16,7.8,TheDigitalLounge,,"Action,Platformer,2D"
Antichamber,Antichamber,PC,2013,0,2013,General,Tier 2,50,82,597,8.3,Demruth,,"Miscellaneous,Puzzle,General,Puzzle,General"
Antihero,Antihero,PC,2017,0,2017,Strategy,Tier 2,14,81,20,6.9,TimConkling,,"Strategy,Turn-Based,Tactics"
Ape Out,Ape Out,Switch,2019,0,2019,Action,Tier 2,31,84,79,6.3,GabeCuzzillo,,"Action,Shooter,Shoot-''Em-Up,Top-Down"
Ape Out,Ape Out,PC,2019,0,2019,Action,Tier 2,34,83,69,6.9,GabeCuzzillo,,"Action,Shooter,Shoot-''Em-Up,Top-Down"
Apex Legends,Apex Legends,PlayStation,2019,0,2019,Action,Tier 2,28,89,1303,6.8,RespawnEntertainment,,"Action,Shooter,First-Person,Tactical"
Apex Legends,Apex Legends,PC,2019,0,2019,Action,Tier 2,25,88,1188,6.0,RespawnEntertainment,,"Action,Shooter,First-Person,Tactical"
Apex Legends,Apex Legends,Xbox,2019,0,2019,Action,Tier 2,10,88,265,6.8,RespawnEntertainment,,"Action,Shooter,First-Person,Tactical"
Apotheon,Apotheon,PC,2015,0,2015,General,Tier 3,30,78,194,7.7,Alientrap,,"Platformer,2D,Platformer,Action,Beat-''Em-Up,2D"
Apotheon,Apotheon,PlayStation,2015,0,2015,Action,Tier 3,26,76,247,7.3,Alientrap,,"Action,Beat-''Em-Up,2D"
Aqua Kitty UDX,Aqua Kitty UDX,Switch,2018,0,2018,Action,Tier 3,8,75,12,7.9,TikipodLimited,,"Action,General"
AquaNox,AquaNox,PC,2001,0,2001,Simulation,Tier 4,13,67,30,7.7,MassiveDevelopment,,"Simulation,Sci-Fi,Marine,Futuristic Sub,Futuristic Sub,Combat"
AquaPazza: AquaPlus Dream Match,AquaPazza,PlayStation,2013,0,2013,Action,Tier 3,13,75,20,7.8,Examu,,"Action,Fighting,Fighting,2D,2D"
Aquaria,Aquaria,PC,2007,0,2007,Action Adventure,Tier 2,7,82,117,8.1,BitBlot,,"Action Adventure,Fantasy,General,Fantasy"
Aragami: Shadow Edition,Aragami,Xbox,2018,0,2018,Action Adventure,Tier 2,8,81,8,5.5,LinceWorks,,"Action Adventure,General"
Arcade Spirits,Arcade Spirits,PC,2019,0,2019,Adventure,Tier 3,7,78,7,5.4,FictionFactoryGames,,"Adventure,Visual Novel"
Arcanum: Of Steamworks and Magick Obscura,Arcanum,PC,2001,0,2001,Role-Play,Tier 2,24,81,346,8.7,TroikaGames,0.19,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style"
Archangel: Hellfire,Archangel: Hellfire,PC,2018,0,2018,Simulation,Tier 3,10,79,17,8.4,SkydanceInteractive,,"Simulation,Vehicle,Combat"
ArcheAge,ArcheAge,PC,2014,0,2014,Role-Play,Tier 2,11,80,763,3.7,XLGAMES,,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy"
Area 51,Area 51,PC,2005,0,2005,Action,Tier 4,27,67,47,6.0,MidwayStudios-Austin,,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade"
Arena Wars,Arena Wars,PC,2004,0,2004,Strategy,Tier 3,22,77,6,7.7,"AscaronEntertainmentGmbH,AscaronEntertainment",,"Strategy,Real-Time,Modern,General,Modern"
Arena of Valor,Arena of Valor,Switch,2018,0,2018,Strategy,Tier 3,8,79,49,7.1,"Tencent,TencentGames",,"Strategy,Real-Time,MOBA"
Arise: A Simple Story,Arise,PlayStation,2019,0,2019,Action,Tier 2,29,80,90,7.9,Piccolo,,"Action,General"
Arise: A Simple Story,Arise,Xbox,2019,0,2019,Action,Tier 2,10,80,36,7.8,Piccolo,,"Action,General"
Arise: A Simple Story,Arise,PC,2019,0,2019,Action,Tier 3,14,79,49,7.6,Piccolo,,"Action,General"
ArmA II,ArmA,PC,2009,0,2009,Action,Tier 3,38,77,623,7.5,BohemiaInteractive,0.14,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade"
Armadillo Run,Armadillo Run,PC,2006,0,2006,General,Tier 2,7,88,30,7.7,PeterStock,,"Miscellaneous,Puzzle,Puzzle,General,General"
Armed and Dangerous,Armed and Dangerous,PC,2003,0,2003,Action,Tier 3,31,78,42,7.7,PlanetMoonStudios,,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade"
Armello,Armello,PC,2015,0,2015,General,Tier 3,26,75,75,7.1,LeagueofGeeks,,"Miscellaneous,General,Board / Card Game"
Armello,Armello,Switch,2018,3,2015,General,Tier 2,15,80,15,7.9,LeagueofGeeks,,"Miscellaneous,Board / Card Game"
Armies of Exigo,Armies of Exigo,PC,2004,0,2004,Strategy,Tier 4,31,69,51,7.7,BlackHoleGames,,"Strategy,Real-Time,Fantasy,General,Fantasy"
Army Men: RTS,Army Men,PC,2002,0,2002,Strategy,Tier 4,9,67,32,7.8,PandemicStudios,,"Strategy,Real-Time,Fantasy,General,Fantasy"
Artifact,Artifact,PC,2018,0,2018,Strategy,Tier 3,20,76,604,2.2,ValveSoftware,,"Strategy,Turn-Based,Card Battle"
Arx Fatalis,Arx Fatalis,PC,2002,0,2002,Role-Play,Tier 3,24,77,169,8.2,ArkaneStudios,,"Role-Playing,First-Person,First-Person,Western-Style"
Asgard's Wrath,Asgard's Wrath,PC,2019,0,2019,Action Adventure,Tier 2,15,88,77,8.2,Sanzaru,,"Action Adventure,General"
Ashen,Ashen,PC,2018,0,2018,Role-Play,Tier 2,21,81,194,6.0,A44,,"Role-Playing,Action Adventure,Action RPG,Open-World"
Ashen,Ashen,Xbox,2018,0,2018,Role-Play,Tier 3,35,78,176,7.1,A44,,"Role-Playing,Action Adventure,Action RPG,Open-World"
Asheron's Call,Asheron's Call,PC,1999,0,1999,Role-Play,Tier 2,15,81,24,8.5,TurbineInc.,,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy"
Asheron's Call 2: Fallen Kings,Asheron's Call,PC,2002,3,1999,Role-Play,Tier 2,22,82,10,7.2,TurbineInc.,,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy"
Asheron's Call Dark Majesty,Asheron's Call,PC,2001,2,1999,Role-Play,Tier 2,11,80,10,7.4,TurbineInc.,,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy"
Assassin's Creed,Assassin's Creed,PlayStation,2007,0,2007,Action Adventure,Tier 2,40,81,1015,7.3,UbisoftMontreal,4.82,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed Chronicles: China,Assassin's Creed,PlayStation,2015,8,2007,Action Adventure,Tier 4,44,69,110,6.1,"ClimaxGroup,ClimaxStudios",0.04,"Historic,Action Adventure,General,Linear"
Assassin's Creed Chronicles: China,Assassin's Creed,PlayStation,2015,8,2007,Action Adventure,Tier 4,44,69,110,6.1,"ClimaxGroup,ClimaxStudios",0.09,"Historic,Action Adventure,General,Linear"
Assassin's Creed Chronicles: China,Assassin's Creed,PC,2015,8,2007,Action Adventure,Tier 4,15,67,137,5.2,"ClimaxGroup,ClimaxStudios",,"Action Adventure,General,Linear"
Assassin's Creed Chronicles: China,Assassin's Creed,Xbox,2015,8,2007,Action Adventure,Tier 4,31,67,114,5.8,"Ubisoft,ClimaxStudios",0.01,"Historic,Action Adventure,General,Linear"
Assassin's Creed II,Assassin's Creed,PlayStation,2009,2,2007,Action Adventure,Tier 1,70,91,1747,8.6,UbisoftMontreal,5.55,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed II,Assassin's Creed,PC,2010,3,2007,Action Adventure,Tier 2,22,86,2221,7.3,UbisoftMontreal,0.55,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed III,Assassin's Creed,PlayStation,2012,5,2007,Action Adventure,Tier 2,41,85,1528,6.9,Ubisoft,6.45,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed III,Assassin's Creed,PC,2012,5,2007,Action Adventure,Tier 2,21,80,2059,6.4,Ubisoft,0.93,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed III Remastered,Assassin's Creed,Xbox,2019,12,2007,Action Adventure,Tier 3,9,77,40,4.3,Ubisoft,,"Action Adventure,Open-World"
Assassin's Creed III Remastered,Assassin's Creed,PlayStation,2019,12,2007,Action Adventure,Tier 3,31,72,141,4.6,Ubisoft,,"Action Adventure,Open-World"
Assassin's Creed IV: Black Flag,Assassin's Creed,PlayStation,2013,6,2007,Action Adventure,Tier 2,36,88,1004,8.2,Ubisoft,3.71,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed IV: Black Flag,Assassin's Creed,PlayStation,2013,6,2007,Action Adventure,Tier 2,29,83,2240,7.9,Ubisoft,2.85,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed IV: Black Flag,Assassin's Creed,PC,2013,6,2007,Action Adventure,Tier 2,10,84,2063,7.8,Ubisoft,0.64,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed IV: Black Flag - Freedom Cry,Assassin's Creed,Xbox,2013,6,2007,Action Adventure,Tier 3,8,76,131,7.1,UbisoftMontreal,,"Action Adventure,Historic,Open-World"
Assassin's Creed IV: Black Flag - Freedom Cry,Assassin's Creed,PlayStation,2013,6,2007,Action Adventure,Tier 3,11,71,222,6.4,UbisoftMontreal,,"Action Adventure,Historic,Open-World"
Assassin's Creed Liberation HD,Assassin's Creed,PC,2014,7,2007,Action Adventure,Tier 4,14,66,231,5.6,UbisoftSofia,,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed Odyssey,Assassin's Creed,Xbox,2018,11,2007,Action Adventure,Tier 2,34,87,707,6.1,Ubisoft,,"Action Adventure,Open-World"
Assassin's Creed Odyssey,Assassin's Creed,PC,2018,11,2007,Action Adventure,Tier 2,14,86,1767,6.0,Ubisoft,,"Action Adventure,Open-World"
Assassin's Creed Odyssey,Assassin's Creed,PlayStation,2018,11,2007,Action Adventure,Tier 2,86,83,2733,6.3,Ubisoft,,"Action Adventure,Open-World"
Assassin's Creed Origins,Assassin's Creed,Xbox,2017,10,2007,Action Adventure,Tier 2,42,85,714,7.6,"Ubisoft,UbisoftMontreal",,"Action Adventure,Open-World"
Assassin's Creed Origins,Assassin's Creed,PC,2017,10,2007,Action Adventure,Tier 2,29,84,1749,6.8,"Ubisoft,UbisoftMontreal",,"Action Adventure,Open-World"
Assassin's Creed Origins,Assassin's Creed,PlayStation,2017,10,2007,Action Adventure,Tier 2,63,81,2626,7.2,"Ubisoft,UbisoftMontreal",,"Action Adventure,Open-World"
Assassin's Creed Origins: The Curse of the Pharaohs,Assassin's Creed,PlayStation,2018,11,2007,Action Adventure,Tier 2,15,83,137,7.5,UbisoftSofia,,"Action Adventure,Open-World"
Assassin's Creed Origins: The Hidden Ones,Assassin's Creed,PlayStation,2018,11,2007,Action Adventure,Tier 3,16,73,93,6.8,UbisoftMontreal,,"Action Adventure,Open-World"
Assassin's Creed Rogue,Assassin's Creed,PC,2015,8,2007,Action Adventure,Tier 3,25,74,621,7.3,Ubisoft,0.2,"Historic,Action Adventure,Open-World"
Assassin's Creed Rogue,Assassin's Creed,PlayStation,2014,7,2007,Action Adventure,Tier 3,53,72,373,7.5,UbisoftSofia,0.08,"Action Adventure,Historic,Open-World"
Assassin's Creed Rogue Remastered,Assassin's Creed,Xbox,2018,11,2007,Action Adventure,Tier 3,17,71,40,7.2,Ubisoft,,"Action Adventure,Open-World"
Assassin's Creed Rogue Remastered,Assassin's Creed,PlayStation,2018,11,2007,Action Adventure,Tier 3,31,71,149,6.4,Ubisoft,,"Action Adventure,Open-World"
Assassin's Creed Syndicate,Assassin's Creed,Xbox,2015,8,2007,Action Adventure,Tier 3,22,78,530,6.4,UbisoftQuebec,1.3,"Historic,Action Adventure,Open-World"
Assassin's Creed Syndicate,Assassin's Creed,PlayStation,2015,8,2007,Action Adventure,Tier 3,86,76,1955,6.8,UbisoftQuebec,3.39,"Historic,Action Adventure,Open-World"
Assassin's Creed Syndicate,Assassin's Creed,PC,2015,8,2007,Action Adventure,Tier 3,14,74,910,6.3,UbisoftQuebec,0.21,"Historic,Action Adventure,Open-World"
Assassin's Creed Syndicate: Jack the Ripper,Assassin's Creed,PlayStation,2015,8,2007,Action Adventure,Tier 3,11,72,65,7.0,UbisoftQuebec,,"Action Adventure,Open-World"
Assassin's Creed Unity,Assassin's Creed,Xbox,2014,7,2007,Action Adventure,Tier 3,59,72,1135,4.5,"Ubisoft,UbisoftMontreal",,"Action Adventure,Historic,Open-World"
Assassin's Creed Unity,Assassin's Creed,PC,2014,7,2007,Action Adventure,Tier 3,10,70,1920,3.8,"Ubisoft,UbisoftMontreal",,"Action Adventure,Historic,Open-World"
Assassin's Creed Unity,Assassin's Creed,PlayStation,2014,7,2007,Action Adventure,Tier 3,40,70,2676,5.3,"Ubisoft,UbisoftMontreal",,"Action Adventure,Historic,Open-World"
Assassin's Creed Unity: Dead Kings,Assassin's Creed,PlayStation,2015,8,2007,Action Adventure,Tier 4,9,68,95,6.6,"Ubisoft,UbisoftMontreal",,"Action Adventure,Historic,Open-World"
Assassin's Creed: Brotherhood,Assassin's Creed,PlayStation,2010,3,2007,Action Adventure,Tier 1,59,90,1092,8.3,UbisoftMontreal,2.82,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed: Brotherhood,Assassin's Creed,PC,2011,4,2007,Action Adventure,Tier 2,24,88,1609,8.2,UbisoftMontreal,0.59,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed: Brotherhood - The Da Vinci Disappearance,Assassin's Creed,PlayStation,2011,4,2007,Action Adventure,Tier 3,9,76,44,7.8,UbisoftMontreal,,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed: Director's Cut Edition,Assassin's Creed,PC,2008,1,2007,Action Adventure,Tier 3,38,79,1206,7.5,UbisoftMontreal,,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed: Revelations,Assassin's Creed,PlayStation,2011,4,2007,Action Adventure,Tier 2,39,80,770,7.6,UbisoftMontreal,4.22,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed: Revelations,Assassin's Creed,PC,2011,4,2007,Action Adventure,Tier 2,20,80,1154,7.5,UbisoftMontreal,0.74,"Action Adventure,Historic,Historic,Open-World"
Assassin's Creed: The Ezio Collection,Assassin's Creed,PlayStation,2016,9,2007,General,Tier 3,33,72,247,8.0,UbisoftMontreal,,"Miscellaneous,Compilation"
Assassin's Creed: The Ezio Collection,Assassin's Creed,Xbox,2016,9,2007,General,Tier 3,16,71,66,7.8,UbisoftMontreal,,"Miscellaneous,Compilation"
Assassin's Creed: The Rebel Collection,Assassin's Creed,Switch,2019,12,2007,General,Tier 2,25,80,92,8.2,Ubisoft,,"Miscellaneous,Compilation"
Assault Android Cactus,Assault Android Cactus,PC,2015,0,2015,General,Tier 3,15,79,32,6.9,WitchBeam,,"General,General,Scrolling,Action,Shooter,Shoot-''Em-Up,Top-Down"
Assault Android Cactus,Assault Android Cactus,PlayStation,2016,1,2015,General,Tier 2,20,85,43,6.3,WitchBeam,,"General,Scrolling,Action,Shooter,Shoot-''Em-Up,Top-Down"
Assault Android Cactus,Assault Android Cactus,Xbox,2017,2,2015,Action,Tier 2,7,84,14,5.9,WitchBeam,,"Action,Shooter,Shoot-''Em-Up,Top-Down"
Assault Android Cactus+,Assault Android Cactus,Switch,2019,4,2015,Action,Tier 2,11,86,33,8.4,WitchBeam,,"Action,Shooter,Shoot-''Em-Up,Top-Down"
Assetto Corsa,Assetto Corsa,PC,2014,0,2014,Racing,Tier 2,17,85,346,8.4,KunosSimulazioni,,"Driving,General,GT / Street,Racing,Simulation,Automobile"
Assetto Corsa,Assetto Corsa,PlayStation,2016,2,2014,Racing,Tier 3,35,73,103,6.0,KunosSimulazioni,0.06,"Racing,Simulation,Automobile"
Assetto Corsa Competizione,Assetto Corsa,Xbox,2020,6,2014,Racing,Tier 3,10,75,19,4.8,505Games,,"Racing,Simulation,Automobile"
Assetto Corsa Competizione,Assetto Corsa,PlayStation,2020,6,2014,Racing,Tier 3,21,71,46,5.5,505Games,,"Racing,Simulation,Automobile"
Assetto Corsa Competizione,Assetto Corsa,PC,2019,5,2014,Racing,Tier 3,22,77,63,6.8,KunosSimulazioni,,"Racing,Simulation,Automobile"
Astebreed,Astebreed,PC,2014,0,2014,Action,Tier 2,14,86,129,7.4,Edelweiss,,"Action,Shooter,Scrolling,Shoot-''Em-Up,Vertical,Horizontal"
Astral Chain,Astral Chain,Switch,2019,0,2019,Action Adventure,Tier 2,92,87,3243,8.9,PlatinumGames,,"Action Adventure,General"
Astro Bot: Rescue Mission,Astro Bot,PlayStation,2018,0,2018,Action Adventure,Tier 1,51,90,459,8.9,JapanStudio,,"Action Adventure,General"
Atari Anniversary Edition,Atari,PC,2001,0,2001,General,Tier 3,8,74,4,7.3,DigitalEclipse,,"Miscellaneous,Compilation,Compilation"
Atelier Dusk Trilogy Deluxe Pack,Atelier ,PlayStation,2020,6,2014,General,Tier 3,15,79,17,6.2,Gust,,"Miscellaneous,Compilation"
Atelier Escha & Logy: Alchemists of the Dusk Sky,Atelier ,PlayStation,2014,0,2014,General,Tier 3,27,79,89,8.3,Gust,0.21,"General,Role-Playing,General,Japanese-Style"
Atelier Lulua: The Scion of Arland,Atelier ,Switch,2019,5,2014,Role-Play,Tier 3,12,78,21,7.5,KoeiTecmoGames,,"Role-Playing,Japanese-Style"
Atelier Lulua: The Scion of Arland,Atelier ,PlayStation,2019,5,2014,Role-Play,Tier 3,22,78,28,6.6,KoeiTecmoGames,0.48,"Role-Playing,Japanese-Style"
Atelier Rorona Plus: The Alchemist of Arland,Atelier ,PlayStation,2014,0,2014,Role-Play,Tier 2,18,80,44,7.9,Gust,,"Role-Playing,General,Japanese-Style"
Atelier Ryza: Ever Darkness & the Secret Hideout,Atelier ,Switch,2019,5,2014,General,Tier 2,13,84,75,8.1,Gust,,"General,Role-Playing,Japanese-Style"
Atelier Ryza: Ever Darkness & the Secret Hideout,Atelier ,PlayStation,2019,5,2014,General,Tier 3,20,75,73,8.0,Gust,0.03,"General,Role-Playing,Japanese-Style"
Atelier Shallie: Alchemists of the Dusk Sea,Atelier ,PlayStation,2015,1,2014,Role-Play,Tier 3,26,76,49,7.7,Gust,0.18,"Role-Playing,General,Japanese-Style"
Atelier Sophie: The Alchemist of the Mysterious Book,Atelier ,PlayStation,2016,2,2014,Role-Play,Tier 3,32,75,78,7.8,Gust,0.12,"Role-Playing,Japanese-Style"
Atlas Reactor,Atlas Reactor,PC,2016,0,2016,General,Tier 2,12,81,52,7.5,TrionWorlds,,"Turn-Based,Action,General"
Atom Zombie Smasher,Atom Zombie Smasher,PC,2011,0,2011,Strategy,Tier 3,7,75,105,7.1,BlendoGames,,"Strategy,Real-Time,General,General"
Atomicrops,Atomicrops,PC,2020,0,2020,Action,Tier 3,7,78,4,6.0,"DanielWynne,BirdBathGames",,"Action,Shooter,Shoot-''Em-Up,Top-Down"
Attack on Titan,Attack on Titan,Xbox,2016,0,2016,Action,Tier 3,8,77,29,6.4,OmegaForce,0.06,"Action,Beat-''Em-Up,3D"
Attack on Titan,Attack on Titan,PlayStation,2016,0,2016,Action,Tier 3,58,74,128,7.0,OmegaForce,0.28,"Action,Beat-''Em-Up,3D"
Attack on Titan 2,Attack on Titan,PlayStation,2018,2,2016,Action,Tier 3,50,75,65,7.4,OmegaForce,0.06,"Action,General"
Attack on Titan 2,Attack on Titan,Xbox,2018,2,2016,Action,Tier 3,10,74,15,6.5,OmegaForce,0.04,"Action,General"
Attack on Titan 2,Attack on Titan,Switch,2018,2,2016,Action,Tier 3,14,72,46,7.1,OmegaForce,,"Action,General"
Attack on Titan 2: Final Battle,Attack on Titan,PlayStation,2019,3,2016,Action,Tier 3,17,75,17,5.1,OmegaForce,0.9,"Action,General"
Attack on Titan 2: Final Battle,Attack on Titan,Xbox,2019,3,2016,Action,Tier 3,7,74,6,4.8,OmegaForce,,"Action,General"
Attentat 1942,Attentat 1942,PC,2017,0,2017,Adventure,Tier 3,13,75,8,7.5,CharlesUniversity,,"Adventure,General"
AudioSurf,AudioSurf,PC,2008,0,2008,Action,Tier 2,25,85,751,8.7,BestGameEver.com,,"Action,Miscellaneous,Rhythm,Music,Music"
Audiosurf 2,AudioSurf,PC,2015,7,2008,General,Tier 3,7,76,41,7.1,BestGameEver.com,,"Miscellaneous,Music,Action,Rhythm,Music"
Auditorium HD,Auditorium HD,PlayStation,2010,0,2010,General,Tier 3,7,79,8,7.5,CipherPrime,,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General"
Austerlitz: Napoleon's Greatest Victory,Austerlitz,PC,2002,0,2002,Strategy,Tier 3,8,78,4,6.3,BreakAwayGames,,"Strategy,Wargame,Real-Time,Real-Time"
Autonauts,Autonauts,PC,2019,0,2019,Strategy,Tier 2,8,80,8,8.0,Denki,,"Strategy,Management,Government"
Avadon: The Black Fortress,Avadon,PC,2011,0,2011,Role-Play,Tier 3,8,75,65,7.6,SpiderwebSoftware,,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style"
Aven Colony,Aven Colony,Xbox,2017,0,2017,Strategy,Tier 3,12,77,8,7.9,"SoldOut,MothershipEntertainment",,"Strategy,Management,Government"
Avernum 2: Crystal Souls,Avernum,PC,2015,0,2015,Role-Play,Tier 3,8,78,22,7.7,SpiderwebSoftware,,"PC-style RPG,Role-Playing,Western-Style"
Aviary Attorney,Aviary Attorney,PC,2015,0,2015,Adventure,Tier 3,15,77,25,7.4,SketchyLogic,,"Adventure,Visual Novel"
Aviary Attorney: Definitive Edition,Aviary Attorney,Switch,2020,5,2015,Adventure,Tier 2,10,81,7,7.9,SketchyLogic,,"Adventure,Visual Novel"
Awesomenauts,Awesomenauts,PlayStation,2012,0,2012,Action,Tier 3,12,75,67,7.4,"DTPEntertainment,RonimoGames",,"Action,Strategy,Real-Time,Fighting,2D,MOBA,MOBA"
Awesomenauts Assemble!,Awesomenauts,Xbox,2016,4,2012,Strategy,Tier 2,7,81,5,7.2,"AbstractionGames,RonimoGames",,"Strategy,Real-Time,MOBA"
Axiom Verge,Axiom Verge,PlayStation,2015,0,2015,Sci-Fi,Tier 2,61,84,196,7.8,TomHapp,,"Sci-Fi,Action Adventure,General"
Axiom Verge,Axiom Verge,PC,2015,0,2015,Action Adventure,Tier 2,11,80,98,7.7,TomHapp,,"Action Adventure,Sci-Fi,Sci-Fi,General"
Axiom Verge,Axiom Verge,Switch,2017,2,2015,Action Adventure,Tier 2,15,87,122,8.5,TomHapp,,"Action Adventure,General"
Axis & Allies,Axis & Allies,PC,2004,0,2004,Strategy,Tier 4,27,65,19,8.5,TimeGateStudios,,"Strategy,Real-Time,Military,General,Military"
Azure Striker Gunvolt: Striker Pack,Azure Striker Gunvolt,Switch,2017,0,2017,General,Tier 2,9,82,47,7.9,IntiCreates,,"Miscellaneous,Compilation"
B-17 Flying Fortress: The Mighty 8th,B-17 Flying Fortress,PC,2000,0,2000,Simulation,Tier 2,14,82,12,7.3,WaywardSimulations,,"Simulation,Flight,WWII,WWII,Combat"
Baba Is You,Baba Is You,PC,2019,0,2019,Action Adventure,Tier 2,9,87,82,8.1,HempuliOy,,"Action Adventure,Puzzle,Action,General"
Baba Is You,Baba Is You,Switch,2019,0,2019,Action Adventure,Tier 2,24,84,87,8.1,"HempuliOy,MP2Games",,"Action Adventure,Puzzle,Action,General"
Back to the Future: The Game - Episode I: It's About Time,Back to the Future,PC,2010,0,2010,Action Adventure,Tier 3,39,74,108,7.1,TelltaleGames,0.09,"Action Adventure,Adventure,Sci-Fi,Sci-Fi,3D,Third-Person"
Back to the Future: The Game - Episode I: It's About Time,Back to the Future,PlayStation,2011,1,2010,Action Adventure,Tier 3,13,75,37,6.1,TelltaleGames,,"Action Adventure,Adventure,Sci-Fi,Sci-Fi,3D,Third-Person"
Back to the Future: The Game - Episode II: Get Tannen!,Back to the Future,PC,2011,1,2010,Action Adventure,Tier 3,21,74,40,7.2,TelltaleGames,0.18,"Action Adventure,Adventure,Sci-Fi,Sci-Fi,3D,Third-Person"
Back to the Future: The Game - Episode III: Citizen Brown,Back to the Future,PC,2011,1,2010,Action Adventure,Tier 3,23,71,29,5.7,TelltaleGames,0.02,"Action Adventure,Adventure,Sci-Fi,Sci-Fi,3D,Third-Person"
Back to the Future: The Game - Episode IV: Double Visions,Back to the Future,PC,2011,1,2010,Action Adventure,Tier 3,17,71,28,5.9,TelltaleGames,0.17,"Action Adventure,Adventure,Sci-Fi,Sci-Fi,3D,Third-Person"
Back to the Future: The Game - Episode V: OUTATIME,Back to the Future,PC,2011,1,2010,Action Adventure,Tier 3,17,75,37,7.1,TelltaleGames,,"Action Adventure,Adventure,Sci-Fi,Sci-Fi,3D,Third-Person"
Bad Mojo,Bad Mojo,PC,1996,0,1996,Action Adventure,Tier 3,10,74,13,6.9,PulseEntertainment,,"Action Adventure,Adventure,General,Horror,General"
Bad Mojo: Redux,Bad Mojo,PC,2004,8,1996,Action Adventure,Tier 3,12,74,17,6.6,PulseEntertainment,,"Action Adventure,Adventure,General,Horror,General"
Baldur's Gate,Baldur's Gate,PC,1998,0,1998,Role-Play,Tier 1,16,91,759,8.9,BioWare,,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style"
